product_id,product_name,category,subcategory,brand,unit_price_ghs,cost_price_ghs,launch_date,stock_quantity,avg_rating,is_active
PRD00807,Lenovo Haircare 119,Health & Beauty,Haircare,Adidas,123.15,75.94,2024-10-27,375,3.38,True
PRD01432,Kasapreko Supplement 371,Health & Beauty,Supplements,Generic,73.58,59.8,2024-03-04,647,3.19,True
PRD00174,Nasco Supplement 463,Sports & Fitness,Supplements,Samsung,277.74,153.59,2023-09-24,500,3.95,True
PRD01214,Midea Women's Clothing 943,Fashion,Women's Clothing,Midea,368.6,303.7,2022-07-15,280,3.05,True
PRD01302,Generic Bedding 910,Home & Kitchen,Bedding,Hisense,"GHS 2,060.47",1440.75,2022-11-01,628,3.77,True
PRD00004,Nivea Haircare 252,Health & Beauty,Haircare,Kasapreko,389.43,,2022-06-27,157,4.53,True
PRD00781,Nasco Small Appliance 662,Electronics,Small Appliances,Generic,3573.12,2312.87,15/11/2024,869,3.84,True
PRD00614,Apple Office Supplie 794,Books & Stationery,Office Supplies,GTP,146.06,94.54,2023-11-24,56,4.07,True
PRD01261,HP Phone Accessorie 436,Phones & Tablets,Phone Accessories,Apple,,2785.74,2024-03-22,-5,3.66,True
PRD00552,GTP Laptop 540,Computing,Laptops,Generic,961.36,799.89,2022-07-11,27,4.63,True
PRD00430,Infinix Snack 877,Groceries,Snacks,Hisense,22.49,16.59,2023-02-23,686,3.57,True
PRD00793,Tecno Men's Clothing 893,Fashion,Men's Clothing,Fan Milk,118.95,72.87,2023-06-07,852,3.29,True
PRD00024,Nestle Supplement 453,Sports & Fitness,Supplements,Adidas,957.06,775.59,2023-02-26,765,2.76,True
PRD01133,Midea Tablet 396,Phones & Tablets,Tablets,Midea,,356.72,2023-03-06,720,4.44,True
PRD01173,Unilever Audio 265,Electronics,Audio,HP,6942.46,5425.64,2022-08-06,893,4.22,False
PRD00050,Nestle Monitor 376,Computing,Monitors,Dell,999.48,667.94,2024-02-18,683,2.99,True
PRD01407,Hisense Textbook 393,Books & Stationery,Textbooks,Nestle,90.46,71.02,2023-07-05,173,4.29,True
PRD00100,GTP Textbook 365,Books & Stationery,Textbooks,Midea,GHS 12.83,9.12,2024-10-17,596,3.58,True
PRD01115,Infinix Fiction 771,Books & Stationery,Fiction,Nivea,122.04,88.47,2023-08-08,468,,False
PRD01170,Adidas Phone Accessorie 619,Phones & Tablets,Phone Accessories,GTP,3057.88,2072.74,30/06/2023,363,3.41,True
PRD00501,Nivea Snack 778,Groceries,Snacks,Nasco,16.17,10.35,2024-10-23,262,4.0,True
PRD00583,Hisense Smartphone 469,PHONES & TABLETS,Smartphones,Dell,1041.8,705.79,2023-03-01,712,4.36,False
PRD00968,Fan Milk Storage 769,Computing,Storage,Samsung,9946.83,7246.16,2023-08-23,619,,True
PRD01213,Apple Cookware 414,Home & Kitchen,Cookware,Adidas,31.06,25.68,2022-04-11,92,4.14,True
PRD01454,Lenovo Fiction 911,Books & Stationery,Fiction,Tecno,110.67,74.96,2022-01-12,85,,True
PRD01156,HP Smartphone 890,Phones & Tablets,Smartphones,Nestle,5298.59,3447.66,2023-09-20,210,3.52,True
PRD00272,Apple Monitor 833,Computing,Monitors,GTP,8521.3,5029.81,"October 06, 2023",464,4.06,True
PRD00523,Fan Milk Monitor 324,Computing,Monitors,Infinix,1158.97,734.47,2022-05-08,298,3.47,True
PRD00200,Nestle Bag 493,Fashion,Bags,Adidas,136.92,103.14,2024-01-30,134,4.71,True
PRD01158,Fan Milk Power Bank 944,Phones & Tablets,Power Banks,Nasco,3003.15,1948.34,2024-12-16,324,3.48,True
PRD00830,Dell Audio 588,Electronics,Audio,HP,6659.51,4254.54,2024-07-02,871,4.29,True
PRD00680,Samsung Women's Clothing 161,Fashion,Women's Clothing,Nasco,38.34,27.9,2023-02-23,534,3.9,False
PRD00765,HP Sportswear 530,Sports & Fitness,Sportswear,Nestle,296.04,256.27,2022-12-24,507,3.62,True
PRD00383,Adidas Pantry 922,GROCERIES,Pantry,Infinix,128.58,108.73,2024-07-02,62,3.4,True
PRD00238,Unilever Beverage 159,Groceries,Beverages,itel,86.2,73.12,"May 18, 2023",68,3.43,True
PRD00240,Samsung Phone Accessorie 782,Phones & Tablets,Phone Accessories,Midea,1110.1,633.63,2022-07-20,442,3.6,False
PRD00052,Midea Phone Accessorie 107,Phones & Tablets,Phone Accessories,Generic,1453.83,802.71,2024-09-03,474,3.91,True
PRD00071,HP Small Appliance 778,Electronics,Small Appliances,Fan Milk,163.22,118.03,2024-07-31,256,3.07,True
PRD01399,HP Furniture 690,Home & Kitchen,Furniture,itel,313.61,187.0,2024-06-08,306,4.27,False
PRD00077,Infinix Camera 391,Electronics,Cameras,Samsung,3523.85,2005.09,2022-01-20,541,4.1,True
PRD00994,Samsung Small Appliance 560,Electronics,Small Appliances,Woodin,407.25,,2023-08-19,404,3.88,True
PRD01103,Kasapreko Beverage 105,Groceries,Beverages,Hisense,120.41,67.77,2022-04-19,444,,True
PRD00860,Samsung Bedding 652,Home & Kitchen,Bedding,Apple,GHS 130.01,73.16,2023-12-29,740,4.08,True
PRD00579,itel Baby Food 665,Baby Products,Baby Food,Infinix,616.66,468.62,12/03/2024,157,3.45,True
PRD00931,HP Camera 510,Electronics,Cameras,Samsung,-49.99,1064.11,2022-11-19,779,3.95,True
PRD01356,Infinix Smartphone 468,Phones & Tablets,Smartphones,Adidas,2109.34,1556.35,2022-12-15,868,4.24,True
PRD00136,Dell Tablet 410,Phones & Tablets,Tablets,Nestle,1456.61,1000.53,2023-02-18,648,4.2,True
PRD01001,Generic Phone Accessorie 147,Phones & Tablets,Phone Accessories,GTP,798.6,666.88,2024-11-22,738,3.74,True
PRD00768,Dell Power Bank 495,Phones & Tablets,Power Banks,Nestle,464.51,315.48,2024-03-03,560,4.67,False
PRD00317,Lenovo Footwear 708,Fashion,Footwear,GTP,278.08,197.46,"July 22, 2024",388,4.79,True
PRD00498,Samsung Haircare 540,Health & Beauty,Haircare,HP,351.37,227.6,2023-01-05,535,3.48,True
PRD01182,Infinix Power Bank 591,Phones & Tablets,Power Banks,Nasco,GHS 204.19,176.66,2024-05-13,547,3.92,True
PRD00819,Generic Fragrance 861,Health & Beauty,Fragrance,Woodin,384.11,313.05,2022-01-27,540,3.85,True
PRD01025,Apple Supplement 704,Health & Beauty,Supplements,Samsung,GHS 50.05,43.86,2024-09-08,713,3.05,True
PRD00368,Lenovo Supplement 363,Health & Beauty,Supplements,Fan Milk,58.61,46.27,2024-09-06,278,4.21,True
PRD00124,Puma Men's Clothing 786,Fashion,Men's Clothing,Midea,GHS 303.48,198.44,2022-07-06,376,5.0,True
PRD00245,Unilever Supplement 328,Health & Beauty,Supplements,,25.74,16.3,2023-03-02,11,4.19,True
PRD00535,GTP Phone Accessorie 450,Phones & Tablets,Phone Accessories,Midea,1004.29,863.18,19/11/2024,723,4.06,True
PRD00221,Generic Television 711,Electronics,Televisions,Adidas,GHS 878.11,586.55,2022-08-17,223,4.0,True
PRD01224,itel Fragrance 807,health & beauty,Fragrance,Infinix,93.81,61.9,2024-06-25,134,4.13,True
PRD00186,Woodin Supplement 647,Health & Beauty,Supplements,Tecno,596.09,427.69,2023-08-24,536,3.59,True
PRD00723,Nivea Smartphone 421,Phones & Tablets,Smartphones,Lenovo,1820.71,1237.88,2024-04-26,562,4.55,True
PRD01106,Lenovo Snack 756,Groceries,Snacks,Kasapreko,237.28,199.95,2024-05-06,765,3.87,True
PRD01062,Hisense Skincare 258,Health & Beauty,Skincare,,95.27,73.47,2022-12-17,427,2.87,True
PRD01102,Tecno Bag 789,Fashion,Bags,Adidas,459.06,313.51,2022-09-12,104,4.29,True
PRD00608,Fan Milk Tablet 715,Phones & Tablets,Tablets,Dell,5090.02,3689.77,2022-02-28,322,2.95,True
PRD00068,Generic Small Appliance 972,Electronics,Small Appliances,itel,2843.38,2155.95,14/11/2023,197,,True
PRD01129,Tecno Skincare 464,Health & Beauty,Skincare,Nasco,19.57,11.78,2024-02-23,543,3.81,True
PRD00030,Nestle Haircare 299,Health & Beauty,Haircare,Tecno,86.17,47.77,2023-03-16,371,4.05,True
PRD00715,Lenovo Beverage 780,Groceries,Beverages,Nasco,99.26,66.02,2023-12-24,273,4.49,True
PRD00536,Unilever Small Appliance 567,Electronics,Small Appliances,Nasco,745.0,550.71,"January 08, 2022",585,3.73,True
PRD00421,Generic Fragrance 396,Health & Beauty,Fragrance,Nivea,167.06,110.6,2024-04-17,300,,True
PRD00702,Tecno Women's Clothing 308,Fashion,Women's Clothing,Dell,GHS 37.66,31.72,12/08/2024,420,4.01,True
PRD00204,Kasapreko Monitor 407,Computing,Monitors,Kasapreko,2626.44,1994.75,2023-06-16,-20,4.33,True
PRD01125,Nivea Women's Clothing 282,Fashion,Women's Clothing,Kasapreko,69.48,44.14,2023-12-18,508,4.91,True
PRD01471,Tecno Outdoor 890,Sports & Fitness,Outdoor,Unilever,52.56,42.6,2024-09-26,397,3.92,True
PRD00576,HP Furniture 696,Home & Kitchen,Furniture,Nivea,25.13,14.14,2024-12-16,538,4.76,True
PRD00417,Nasco Laptop 588,Computing,Laptops,itel,2666.08,2012.47,2023-04-17,124,,False
PRD00545,Hisense Storage 865,Computing,Storage,Puma,GHS 412.74,276.83,2023-12-13,37,3.93,True
PRD00679,Infinix Monitor 747,Computing,Monitors,Lenovo,,237.36,2023-11-22,754,3.33,True
PRD01056,Lenovo Supplement 340,Health & Beauty,Supplements,Apple,35.64,27.03,2024-03-14,558,3.72,True
PRD01215,Infinix Television 853,Electronics,Televisions,Puma,6529.94,5397.41,2024-05-17,585,3.36,True
PRD00909,Woodin Television 213,Electronics,Televisions,Midea,"GHS 7,924.27",4493.26,20/08/2023,26,3.42,True
PRD00260,Tecno Cookware 974,Home & Kitchen,Cookware,Lenovo,,101.94,2022-08-08,636,3.59,True
PRD01048,itel Beverage 450,Groceries,Beverages,Nivea,12.75,8.71,2023-03-09,165,3.99,True
PRD00176,Puma Phone Accessorie 277,Phones & Tablets,Phone Accessories,Nivea,181.76,142.03,2024-11-25,300,3.79,True
PRD01344,Dell Cleaning 662,Home & Kitchen,Cleaning,Unilever,GHS 46.09,28.62,2022-03-09,339,4.45,True
PRD00905,Kasapreko Textbook 266,Books & Stationery,Textbooks,Unilever,75.22,45.35,2022-04-06,435,3.98,True
PRD00835,Infinix Pantry 614,Groceries,Pantry,Apple,20.69,13.73,2022-10-29,693,4.16,True
PRD00602,Woodin Snack 704,Groceries,Snacks,Puma,GHS 9.98,8.56,01/01/2022,720,4.09,True
PRD00943,Adidas Printer 313,Computing,Printers,Dell,2571.07,1979.7,2023-12-30,652,4.06,True
PRD00199,Generic Storage 589,Computing,Storage,Generic,2928.53,1987.31,2022-10-18,79,4.59,True
PRD00683,Puma Tablet 869,Phones & Tablets,Tablets,Adidas,2378.42,1364.23,2022-02-23,891,4.03,True
PRD01117,Dell Monitor 680,Computing,Monitors,Hisense,2267.06,1562.17,2024-06-17,48,4.03,True
PRD00665,Nivea Men's Clothing 350,Fashion,Men's Clothing,Puma,105.95,73.29,2022-06-13,587,3.11,True
PRD01468,Nasco Camera 871,Electronics,Cameras,Lenovo,4565.51,2564.87,05/05/2022,839,,True
PRD00753,Dell Television 619,Electronics,Televisions,Nestle,1722.04,1480.82,2024-09-30,454,4.66,True
PRD00382,Generic Outdoor 264,Sports & Fitness,Outdoor,Fan Milk,541.14,315.7,05/09/2022,114,3.6,True
PRD00310,HP Storage 133,Computing,Storage,,2855.61,2233.76,22/03/2022,711,4.02,True
PRD00533,Nestle Footwear 733,Fashion,Footwear,Lenovo,63.64,53.74,2023-01-31,508,3.94,True
PRD00412,Fan Milk Supplement 209,Health & Beauty,Supplements,Fan Milk,128.38,104.46,2024-03-17,467,,True
PRD00530,Dell Women's Clothing 647,Fashion,,Samsung,150.26,113.63,2023-12-29,263,4.64,True
PRD01345,Adidas Fiction 482,Books & Stationery,Fiction,Adidas,57.55,42.01,2024-02-21,863,4.74,True
PRD00440,Kasapreko Fragrance 482,Health & Beauty,Fragrance,Adidas,255.96,182.53,2024-10-14,579,4.08,True
PRD01296,Woodin Women's Clothing 373,Fashion,Women's Clothing,Lenovo,153.36,123.43,2024-10-12,63,3.93,True
PRD00045,Dell Diaper 397,Baby Products,Diapers,Lenovo,27.54,22.21,2022-07-01,668,3.8,True
PRD00482,Dell Audio 932,Electronics,Audio,Unilever,576.38,478.73,18/09/2022,542,4.25,True
PRD01094,Puma Audio 140,Electronics,Audio,Apple,"GHS 8,905.04",6403.57,2023-04-08,696,3.89,True
PRD00949,Nasco Outdoor 712,Sports & Fitness,Outdoor,Dell,87.17,66.79,2023-04-16,497,3.6,True
PRD00701,Nasco Audio 206,Electronics,Audio,HP,5315.45,3465.68,2023-02-19,-5,4.31,True
PRD01112,HP Bag 487,Fashion,Bags,Samsung,77.51,53.63,2022-08-25,418,3.07,True
PRD00395,Woodin Phone Accessorie 524,Phones & Tablets,Phone Accessories,Apple,2718.36,1496.66,"August 14, 2024",726,3.46,True
PRD00116,Lenovo Toy 655,Baby Products,Toys,Generic,GHS 181.69,106.04,2022-07-07,70,4.13,True
PRD00597,Samsung Supplement 966,Health & Beauty,Supplements,Woodin,19.41,15.83,2024-09-08,802,4.19,True
PRD00185,Fan Milk Pantry 173,Groceries,Pantry,Unilever,240.25,144.3,2023-06-01,564,3.83,True
PRD01171,Samsung Footwear 673,Fashion,Footwear,Tecno,170.59,135.22,2023-03-07,761,3.91,True
PRD00304,Nestle Cleaning 777,Home & Kitchen,Cleaning,Generic,63.86,53.95,2023-06-13,538,4.36,True
PRD00844,Infinix Men's Clothing 728,Fashion,Men's Clothing,Apple,66.53,52.34,2024-07-16,673,4.31,True
PRD00340,Kasapreko Sportswear 303,Sports & Fitness,Sportswear,Samsung,233.16,130.2,2023-04-07,888,3.47,True
PRD00276,Nivea Footwear 502,Fashion,Footwear,Midea,213.98,,02/10/2022,68,3.76,True
PRD00079,itel Bedding 270,Home & Kitchen,Bedding,Samsung,131.72,72.98,2024-10-08,407,4.7,True
PRD00345,Nivea Household 539,Groceries,Household,Nasco,77.69,57.33,2022-05-26,780,5.0,True
PRD01434,Lenovo Laptop 279,Computing,Laptops,Generic,2675.46,1619.37,2022-11-16,290,4.31,True
PRD01347,Generic Bag 261,Fashion,Bags,Apple,759.37,529.15,2023-11-29,888,4.67,True
PRD00343,Nivea Beverage 187,Groceries,Beverages,GTP,29.02,19.14,2023-08-16,793,4.15,True
PRD01104,Unilever Diaper 457,Baby Products,Diapers,Nestle,113.59,86.3,28/06/2024,745,4.8,True
PRD00562,Adidas Television 438,Electronics,Televisions,GTP,234.88,196.68,2024-07-10,736,4.78,True
PRD00016,Midea Small Appliance 104,Electronics,Small Appliances,Lenovo,7721.71,6120.87,2022-01-13,389,,True
PRD00052,Midea Phone Accessorie 107,Phones & Tablets,Phone Accessories,Generic,1671.9,802.71,2024-09-03,474,3.91,True
PRD00463,Samsung Textbook 455,Books & Stationery,Textbooks,Puma,51.29,34.69,2022-03-28,99,3.4,True
PRD00429,itel Power Bank 775,Phones & Tablets,Power Banks,Unilever,2712.24,,2022-08-30,464,4.02,True
PRD01373,itel Men's Clothing 417,Fashion,Men's Clothing,Fan Milk,101.16,79.26,24/09/2024,23,3.92,True
PRD01279,Dell Baby Food 502,Baby Products,Baby Food,Lenovo,25.59,18.43,2022-10-02,177,4.16,True
PRD01260,Generic Fiction 139,Books & Stationery,Fiction,Dell,10.69,6.05,2022-01-30,754,3.84,True
PRD01419,Dell Outdoor 713,Sports & Fitness,Outdoor,Puma,GHS 538.18,422.14,2024-11-09,660,3.81,True
PRD00923,Puma Fragrance 473,Health & Beauty,Fragrance,Puma,331.16,186.69,2023-10-28,399,3.87,True
PRD00620,Adidas Phone Accessorie 963,Phones & Tablets,Phone Accessories,Woodin,395.49,334.97,2022-12-15,895,3.22,False
PRD01488,Apple Footwear 912,Fashion,Footwear,Lenovo,145.23,86.83,2023-12-23,74,3.97,True
PRD00585,Tecno Sportswear 578,Sports & Fitness,Sportswear,Nivea,1587.23,919.9,2023-09-17,500,4.2,True
PRD01076,Generic Women's Clothing 447,Fashion,Women's Clothing,Unilever,125.39,106.65,2024-12-09,827,4.49,True
PRD00591,HP Gym Equipment 791,Sports & Fitness,Gym Equipment,Unilever,GHS 471.24,379.31,2022-07-10,73,3.83,True
PRD00630,Woodin Snack 317,Groceries,Snacks,Hisense,116.11,68.89,2023-05-26,419,4.02,True
PRD00367,Dell Snack 832,Groceries,Snacks,Dell,14.6,12.71,2023-09-08,584,3.3,True
PRD00843,Unilever Cookware 500,Home & Kitchen,Cookware,Nasco,646.41,390.6,28/08/2024,789,5.0,True
PRD00951,Kasapreko Bedding 274,Home & Kitchen,Bedding,Tecno,466.71,327.59,2022-02-02,804,4.05,True
PRD01058,Samsung Audio 655,Electronics,Audio,Lenovo,531.03,390.15,2024-03-31,673,4.82,True
PRD00480,Nestle Bag 458,Fashion,Bags,Nasco,GHS 50.89,39.86,2024-05-21,398,4.19,True
PRD00529,Adidas Pantry 908,Groceries,Pantry,Lenovo,10.28,8.8,2022-05-21,220,5.0,True
PRD01322,Fan Milk Women's Clothing 802,Fashion,Women's Clothing,Nestle,GHS 168.92,122.73,16/03/2023,233,4.84,True
PRD00057,Hisense Bag 901,Fashion,Bags,Midea,GHS 62.18,41.26,2022-12-08,58,,True
PRD00074,Lenovo Television 341,Electronics,Televisions,Midea,GHS 717.99,508.18,2023-09-21,28,4.98,True
PRD00561,Lenovo Smartphone 430,Phones & Tablets,Smartphones,Fan Milk,"GHS 1,906.56",1409.16,2024-03-15,82,3.51,True
PRD00722,Lenovo Footwear 785,Fashion,Footwear,Apple,329.27,227.25,2023-02-17,554,3.95,True
PRD01205,Apple Phone Accessorie 160,Phones & Tablets ,Phone Accessories,Lenovo,2600.58,2173.23,2024-08-22,301,5.0,True
PRD00362,GTP Power Bank 904,Phones & Tablets,Power Banks,Lenovo,700.44,426.49,2023-06-13,678,4.03,True
PRD00044,Nestle Men's Clothing 655,Fashion ,Men's Clothing,Kasapreko,GHS 54.27,35.34,"April 27, 2023",614,3.47,True
PRD01241,Nasco Baby Food 780,Baby Products,Baby Food,Samsung,GHS 51.82,39.47,2023-07-09,375,4.04,True
PRD01152,Tecno Gym Equipment 989,Sports & Fitness,Gym Equipment,GTP,80.98,49.22,2023-12-25,768,4.46,True
PRD00926,Infinix Audio 697,Electronics,Audio,Adidas,GHS 949.71,762.96,2022-01-01,503,,True
PRD01354,Fan Milk Small Appliance 627,Electronics,Small Appliances,Nestle,201.38,123.56,2022-08-26,304,4.02,True
PRD00102,Infinix Fragrance 382,Health & Beauty,Fragrance,Puma,GHS 599.48,437.46,2024-03-25,434,4.38,True
PRD00434,Generic Baby Food 571,Baby Products,Baby Food,Midea,123.48,94.18,2022-11-18,882,4.03,True
PRD00603,Hisense Supplement 236,Sports & Fitness,Supplements,Midea,1651.9,1290.83,2023-03-20,797,3.66,True
PRD00108,Woodin Small Appliance 338,Electronics,Small Appliances,Generic,616.0,422.65,07/02/2024,469,3.8,True
PRD00655,Infinix Diaper 258,Baby Products,Diapers,Generic,,132.02,2022-10-26,337,3.71,True
PRD01088,Dell Beverage 469,Groceries,Beverages,Kasapreko,60.4,52.64,2024-09-03,446,4.05,True
PRD00760,Apple Bag 812,Fashion,Bags,Generic,260.69,207.26,2024-03-10,360,,False
PRD00862,Tecno Pantry 384,Groceries,Pantry,Puma,11.78,,17/04/2023,604,4.3,True
PRD01254,Generic Supplement 461,Health & Beauty,Supplements,Unilever,37.03,25.58,2022-03-23,494,3.63,True
PRD00969,Midea Cookware 993,Home & Kitchen,Cookware,Kasapreko,25.3,19.39,2024-07-23,353,3.39,True
PRD01141,Unilever Bag 721,Fashion,Bags,itel,,184.56,"August 12, 2023",650,3.15,True
PRD01030,Adidas Women's Clothing 198,Fashion,Women's Clothing,Infinix,871.93,663.94,2022-02-20,326,4.9,True
PRD00690,Puma Bedding 400,Home & Kitchen,Bedding,Lenovo,2195.12,1293.66,2023-10-06,255,3.96,True
PRD00129,Infinix Phone Accessorie 299,Phones & Tablets,Phone Accessories,Woodin,1318.75,900.93,2022-12-03,677,4.16,True
PRD00298,Adidas Pantry 202,Groceries,Pantry,Apple,125.9,94.57,2022-10-04,701,4.3,True
PRD00621,Midea Household 856,Groceries,Household,Unilever,9.29,5.66,2023-01-05,462,4.49,True
PRD01337,Nasco Storage 228,Computing,Storage,HP,2050.24,1229.17,2022-09-10,54,3.5,True
PRD01494,GTP Snack 438,Groceries,Snacks,Woodin,27.84,23.17,2023-05-05,53,3.69,True
PRD01193,itel Sportswear 931,Sports & Fitness,Sportswear,GTP,"GHS 1,793.57",1552.31,2023-12-03,590,3.43,True
PRD01164,Fan Milk Storage 439,Computing,Storage,Adidas,10577.28,5832.27,2022-07-29,783,3.74,True
PRD00483,GTP Cookware 857,Home & Kitchen,Cookware,Dell,42.85,27.88,2023-01-28,899,5.0,True
PRD00629,Infinix Cleaning 597,Home & Kitchen,Cleaning,Nivea,2888.94,2442.36,2023-05-05,245,,True
PRD00290,GTP Tablet 980,Phones & Tablets,Tablets,Samsung,"GHS 1,022.75",883.58,2024-12-04,426,4.44,True
PRD00507,Infinix Bag 150,Fashion,Bags,Nivea,496.51,391.92,20/11/2022,494,3.13,False
PRD00705,itel Television 108,Electronics,Televisions,Kasapreko,2361.32,1712.78,2023-11-28,684,3.58,True
PRD00405,Apple Art 116,Books & Stationery,Art,Infinix,199.63,167.28,2022-12-13,511,3.58,True
PRD01000,Nivea Television 998,Electronics,Televisions,Nivea,6615.51,5466.21,2024-12-03,95,2.71,True
PRD01489,Infinix Gym Equipment 140,Sports & Fitness,Gym Equipment,Apple,887.78,720.38,2023-10-21,160,4.03,True
PRD00414,Samsung Outdoor 913,Sports & Fitness,Outdoor,Unilever,100.41,,2023-05-07,827,4.06,True
