product_id,unit_price_ghs,cost_price_ghs,stock_quantity,avg_rating,product_name,category,subcategory,brand,launch_date,is_active
PRD00108,616.0,422.65,469.0,3.8,Woodin Small Appliance 338,Electronics,Small Appliances,Generic,2024-02-07,True
PRD00109,838.79,544.84,412.0,5.0,Tecno Tablet 584,Phones & Tablets,Tablets,Generic,2022-08-05,True
PRD00110,833.02,593.5,782.0,,Infinix Gym Equipment 172,Sports & Fitness,Gym Equipment,Fan Milk,2022-06-29,True
PRD00111,539.61,320.1,500.0,4.37,Fan Milk Women's Clothing 140,Fashion,Women'S Clothing,Samsung,2024-09-15,True
PRD00112,736.42,602.34,633.0,3.54,Nestle Small Appliance 906,Electronics,Small Appliances,HP,2022-11-19,True
PRD00113,3251.79,2647.18,874.0,3.61,Puma Audio 347,Electronics,Audio,Hisense,2024-06-02,True
PRD00114,109.62,95.04,38.0,4.02,Hisense Cookware 165,Home & Kitchen,Cookware,,2023-02-23,True
PRD00115,4887.47,3540.28,392.0,3.4,Adidas Storage 315,Computing,Storage,Apple,2022-05-18,True
PRD00116,181.69,106.04,70.0,4.13,Lenovo Toy 655,Baby Products,Toys,Generic,2022-07-07,True
PRD00117,21.52,17.7,446.0,3.8,HP Household 190,Groceries,Household,Woodin,2022-07-10,False
PRD00118,32.06,27.36,887.0,,Tecno Household 363,Groceries,Household,Midea,2023-10-22,True
PRD00119,176.33,121.4,744.0,4.2,Unilever Men's Clothing 239,Fashion,Men'S Clothing,HP,2024-01-24,True
PRD00120,369.03,279.74,62.0,4.3,Kasapreko Skincare 599,Health & Beauty,Skincare,Nivea,2023-01-14,False
PRD00121,103.79,66.55,776.0,3.64,Fan Milk Bedding 101,Home & Kitchen,Bedding,Tecno,2022-01-08,True
PRD00122,18.46,11.04,493.0,4.25,Samsung Haircare 760,Health & Beauty,Haircare,Nasco,2023-08-03,True
PRD00123,1084.23,600.23,747.0,4.2,Apple Power Bank 460,Phones & Tablets,Power Banks,itel,2023-04-13,True
PRD00124,303.48,198.44,376.0,5.0,Puma Men's Clothing 786,Fashion,Men'S Clothing,Midea,2022-07-06,True
PRD00125,581.38,453.01,328.0,4.33,Lenovo Tablet 788,Phones & Tablets,Tablets,Midea,2022-05-26,True
PRD00126,48.42,31.52,213.0,4.19,Unilever Cookware 969,Home & Kitchen,Cookware,,2024-09-16,False
PRD00127,415.89,230.5,673.0,4.51,Samsung Men's Clothing 342,Fashion,Men'S Clothing,Samsung,2023-12-29,True
PRD00128,1128.73,989.21,892.0,3.95,Fan Milk Monitor 375,Computing,Monitors,Unilever,2024-05-30,True
PRD00129,1318.75,900.93,677.0,4.16,Infinix Phone Accessorie 299,Phones & Tablets,Phone Accessories,Woodin,2022-12-03,True
PRD00130,389.87,304.82,838.0,4.91,Midea Cookware 884,Home & Kitchen,Cookware,Hisense,2023-05-25,True
PRD00131,2178.35,1566.78,213.0,3.84,Dell Monitor 413,Computing,Monitors,Infinix,2023-10-31,False
PRD00132,51.88,42.26,87.0,3.85,Adidas Supplement 775,Sports & Fitness,Supplements,Woodin,2022-06-25,True
PRD00133,763.37,512.65,745.0,4.48,Tecno Cookware 335,Home & Kitchen,Cookware,Fan Milk,2024-10-28,True
PRD00134,336.78,190.01,597.0,4.67,Hisense Women's Clothing 153,Fashion,Women'S Clothing,,2024-06-06,True
PRD00135,55.23,44.91,433.0,3.41,Generic Furniture 721,Home & Kitchen,Furniture,Nivea,2023-12-27,False
PRD00136,1456.61,1000.53,648.0,4.2,Dell Tablet 410,Phones & Tablets,Tablets,Nestle,2023-02-18,True
PRD00137,72.63,49.39,245.0,3.85,Nestle Art 799,Books & Stationery,Art,Infinix,2024-09-08,True
PRD00138,39.08,26.75,660.0,4.66,Kasapreko Bedding 263,Home & Kitchen,Bedding,Nasco,2024-12-16,True
PRD00139,25.66,18.8,650.0,3.9,Unilever Household 852,Groceries,Household,Puma,2024-11-23,True
PRD00140,300.63,245.4,849.0,4.04,Tecno Tablet 244,Phones & Tablets,Tablets,HP,2022-03-28,True
PRD00141,133.04,81.26,695.0,3.52,Infinix Cleaning 869,Home & Kitchen,Cleaning,Dell,2022-06-26,True
PRD00142,2859.45,2136.85,830.0,4.09,Unilever Cleaning 273,Home & Kitchen,Cleaning,Tecno,2022-02-03,True
PRD00143,76.53,,30.0,3.8,Nivea Supplement 709,Sports & Fitness,Supplements,Apple,2024-05-29,True
PRD00144,98.37,84.83,843.0,3.82,GTP Furniture 638,Home & Kitchen,Furniture,Adidas,2023-01-08,True
PRD00145,136.78,114.97,209.0,,Lenovo Bag 328,Fashion,Bags,Infinix,2022-11-21,True
PRD00146,1281.94,1037.1,506.0,4.41,Nasco Television 415,Electronics,Televisions,itel,2023-10-21,True
PRD00147,57.15,33.07,746.0,4.07,Adidas Women's Clothing 144,Fashion,Women'S Clothing,Puma,2022-02-24,True
PRD00148,758.28,663.16,527.0,4.17,Nestle Bedding 131,Home & Kitchen,Bedding,Generic,2022-04-07,True
PRD00149,183.18,130.54,305.0,4.05,Samsung Women's Clothing 100,Fashion,Women'S Clothing,Lenovo,2023-06-10,True
PRD00150,566.5,443.57,449.0,,itel Tablet 594,Phones & Tablets,Tablets,Nivea,2024-04-10,True
PRD00151,257.57,224.53,417.0,4.32,Midea Baby Food 314,Baby Products,Baby Food,Midea,2024-03-27,True
PRD00152,815.56,578.66,356.0,3.72,Kasapreko Outdoor 708,Sports & Fitness,Outdoor,Unilever,2024-01-12,True
PRD00153,11804.85,10326.7,675.0,4.84,Nestle Monitor 692,Computing,Monitors,Nivea,2023-01-28,True
PRD00154,781.99,466.49,833.0,3.93,Nestle Cookware 935,Home & Kitchen,Cookware,Infinix,2024-08-03,True
PRD00155,361.77,317.89,300.0,3.75,Tecno Tablet 641,Phones & Tablets,Tablets,Lenovo,2022-05-24,True
PRD00156,254.64,149.03,111.0,3.57,Dell Skincare 801,Health & Beauty,Skincare,Nestle,2022-05-28,True
PRD00157,695.12,395.5,370.0,,Tecno Audio 611,Electronics,Audio,Adidas,2023-09-10,True
PRD00158,16.85,14.03,209.0,4.32,Fan Milk Fragrance 515,Health & Beauty,Fragrance,Unilever,2022-08-01,True
PRD00159,134.2,96.27,244.0,2.9,Puma Pantry 380,Groceries,Pantry,Woodin,2024-09-29,True
PRD00160,135.97,79.17,863.0,4.98,Puma Pantry 415,Groceries,Pantry,Puma,2022-04-07,True
PRD00161,819.16,569.38,259.0,5.0,Nivea Power Bank 410,Phones & Tablets,Power Banks,HP,2024-10-28,True
PRD00162,1521.78,1022.71,385.0,3.52,Apple Outdoor 728,Sports & Fitness,Outdoor,Apple,2024-06-12,True
PRD00163,282.59,181.85,517.0,4.3,GTP Television 842,Electronics,Televisions,Fan Milk,2022-01-06,True
PRD00164,2462.82,1518.11,761.0,5.0,Puma Power Bank 104,Phones & Tablets,Power Banks,Nestle,2024-06-29,True
PRD00165,990.61,723.69,354.0,3.0,GTP Cookware 919,Home & Kitchen,Cookware,Adidas,2024-05-17,True
PRD00166,536.53,401.93,221.0,3.56,Nasco Bag 920,Fashion,Bags,Dell,2023-04-20,True
PRD00167,25.9,17.88,552.0,3.72,Puma Baby Food 450,Baby Products,Baby Food,Lenovo,2024-02-05,True
PRD00168,59.31,42.39,736.0,4.96,Lenovo Pantry 209,Groceries,Pantry,Lenovo,2022-08-23,True
PRD00169,559.58,464.09,256.0,4.79,Woodin Footwear 177,Fashion,Footwear,Unilever,2023-01-01,True
PRD00170,25.63,,343.0,4.05,Kasapreko Office Supplie 249,Books & Stationery,Office Supplies,Adidas,2023-11-01,True
PRD00171,245.58,149.68,353.0,4.42,Puma Audio 588,Electronics,Audio,Samsung,2022-02-28,True
PRD00172,169.96,104.01,421.0,3.96,Nivea Bedding 603,Home & Kitchen,Bedding,Kasapreko,2024-12-09,True
PRD00173,1925.21,1076.66,224.0,4.14,itel Audio 166,Electronics,Audio,Midea,2024-02-06,True
PRD00174,277.74,153.59,500.0,3.95,Nasco Supplement 463,Sports & Fitness,Supplements,Samsung,2023-09-24,True
PRD00175,1363.05,1123.94,706.0,4.12,HP Monitor 328,Computing,Monitors,Fan Milk,2022-06-19,True
PRD00176,181.76,142.03,300.0,3.79,Puma Phone Accessorie 277,Phones & Tablets,Phone Accessories,Nivea,2024-11-25,True
PRD00177,195.4,126.38,83.0,4.3,itel Bag 183,Fashion,Bags,Unilever,2022-01-09,True
PRD00178,37.81,23.51,167.0,3.08,Woodin Textbook 259,Books & Stationery,Textbooks,Nasco,2022-09-03,False
PRD00179,737.59,445.26,793.0,3.85,Nasco Supplement 197,Sports & Fitness,Supplements,Tecno,2023-04-19,True
PRD00180,81.44,57.56,827.0,4.52,Kasapreko Snack 492,Groceries,Snacks,Nestle,2022-09-28,True
PRD00181,1958.49,1435.7,757.0,2.48,Tecno Gym Equipment 179,Sports & Fitness,Gym Equipment,Kasapreko,2024-11-01,True
PRD00182,1519.5,1312.65,319.0,3.97,Woodin Sportswear 297,Sports & Fitness,Sportswear,Fan Milk,2023-03-11,True
PRD00183,48.77,41.04,574.0,4.76,Midea Cookware 807,Home & Kitchen,Cookware,Infinix,2024-09-22,True
PRD00184,325.57,228.57,346.0,5.0,Kasapreko Bag 619,Fashion,Bags,Adidas,2023-08-21,False
PRD00185,240.25,144.3,564.0,3.83,Fan Milk Pantry 173,Groceries,Pantry,Unilever,2023-06-01,True
PRD00186,596.09,427.69,536.0,3.59,Woodin Supplement 647,Health & Beauty,Supplements,Tecno,2023-08-24,True
PRD00187,375.79,307.9,40.0,4.46,Hisense Footwear 912,Fashion,Footwear,itel,2024-12-08,False
PRD00188,1335.02,1050.35,391.0,4.4,Samsung Tablet 789,Phones & Tablets,Tablets,Unilever,2024-03-27,True
PRD00189,9.64,5.44,665.0,4.54,Kasapreko Snack 975,Groceries,Snacks,Generic,2022-03-17,True
PRD00190,2883.3,2326.12,416.0,4.58,GTP Small Appliance 873,Electronics,Small Appliances,Lenovo,2023-05-11,True
PRD00191,531.28,420.11,41.0,3.79,Nestle Sportswear 570,Sports & Fitness,Sportswear,HP,2023-03-01,True
PRD00192,346.13,280.67,209.0,4.26,Lenovo Camera 433,Electronics,Cameras,Unilever,2022-05-03,True
PRD00193,1219.78,899.79,288.0,3.99,HP Printer 380,Computing,Printers,GTP,2023-10-07,True
PRD00194,98.31,62.25,372.0,3.91,Nestle Baby Food 105,Baby Products,,Lenovo,2022-01-20,True
PRD00195,1385.92,1162.96,501.0,3.58,Infinix Printer 857,Computing,Printers,Dell,2023-01-16,False
PRD00196,1623.46,,106.0,,Nestle Storage 489,Computing,Storage,Midea,2022-03-24,True
PRD00197,341.45,300.36,84.0,4.48,Dell Cookware 212,Home & Kitchen,Cookware,itel,2024-06-01,True
PRD00198,80.02,69.78,97.0,4.06,Nivea Sportswear 542,Sports & Fitness,Sportswear,Adidas,2023-10-22,True
PRD00199,2928.53,1987.31,79.0,4.59,Generic Storage 589,Computing,Storage,Generic,2022-10-18,True
PRD00200,136.92,103.14,134.0,4.71,Nestle Bag 493,Fashion,Bags,Adidas,2024-01-30,True
PRD00201,223.85,192.73,511.0,3.48,Nestle Snack 466,Groceries,Snacks,Adidas,2023-10-27,True
PRD00202,119.95,87.5,219.0,,Nivea Office Supplie 396,Books & Stationery,Office Supplies,itel,2022-07-12,False
PRD00203,3489.47,3062.12,606.0,3.56,Kasapreko Furniture 885,Home & Kitchen,Furniture,itel,2024-08-22,True
PRD00204,2626.44,1994.75,0.0,4.33,Kasapreko Monitor 407,Computing,Monitors,Kasapreko,2023-06-16,True
PRD00205,1967.7,1425.22,77.0,3.01,Puma Phone Accessorie 763,Phones & Tablets,Phone Accessories,Hisense,2022-11-11,False
PRD00206,313.58,191.63,255.0,4.22,Generic Television 990,Electronics,Televisions,itel,2023-01-02,True
PRD00207,10266.05,6068.8,699.0,4.13,Woodin Printer 936,Computing,Printers,itel,2024-09-20,True
PRD00208,51.88,42.97,223.0,3.7,Apple Supplement 571,Health & Beauty,Supplements,Samsung,2024-01-10,True
PRD00209,435.06,297.83,488.0,4.49,Generic Printer 201,Computing,Printers,Midea,2022-03-19,True
PRD00210,61.85,44.85,115.0,4.68,Unilever Cookware 279,Home & Kitchen,Cookware,Nestle,2024-03-29,True
PRD00211,167.37,108.07,787.0,2.82,GTP Haircare 295,Health & Beauty,Haircare,Fan Milk,2023-02-28,True
PRD00212,500.07,,54.0,3.65,Infinix Bedding 770,Home & Kitchen,Bedding,Midea,2023-07-04,True
PRD00213,5547.98,,494.0,4.2,Unilever Laptop 226,Computing,Laptops,Hisense,2022-04-02,True
PRD00214,16.49,9.18,746.0,3.63,Nestle Household 776,Groceries,Household,Infinix,2023-02-20,True
PRD00215,10.7,6.68,99.0,4.75,Fan Milk Pantry 690,Groceries,Pantry,Unilever,2023-05-25,True
PRD00216,170.79,107.34,250.0,4.45,Hisense Pantry 503,Groceries,Pantry,Kasapreko,2023-05-31,True
PRD00217,999.2,801.92,668.0,2.88,Tecno Laptop 458,Computing,Laptops,Dell,2023-12-13,True
PRD00218,505.21,400.08,542.0,4.03,Hisense Laptop 863,Computing,Laptops,Puma,2024-12-27,True
PRD00219,92.21,74.14,635.0,5.0,Tecno Sportswear 234,Sports & Fitness,Sportswear,Generic,2024-08-13,False
PRD00220,275.61,208.0,688.0,4.22,itel Women's Clothing 312,Fashion,Women'S Clothing,Adidas,2022-12-23,True
PRD00221,539.05,586.55,223.0,4.0,Generic Television 711,Electronics,Televisions,Adidas,2022-08-17,True
PRD00222,1196.77,810.43,555.0,,Nestle Cleaning 877,Home & Kitchen,Cleaning,Apple,2023-08-13,True
PRD00223,136.07,99.9,794.0,5.0,Midea Fragrance 224,Health & Beauty,Fragrance,Midea,2024-07-04,True
PRD00224,19.57,12.5,14.0,4.74,Dell Art 159,Books & Stationery,Art,Lenovo,2024-01-19,True
PRD00225,5114.25,2970.12,549.0,4.63,Fan Milk Camera 691,Electronics,Cameras,HP,2024-12-25,True
PRD00226,49.65,32.89,684.0,4.59,Nasco Gym Equipment 371,Sports & Fitness,,Woodin,2022-07-15,True
PRD00227,1279.42,737.84,824.0,2.93,Lenovo Tablet 451,Phones & Tablets,Tablets,Puma,2024-06-29,True
PRD00228,31.61,,231.0,3.75,Lenovo Cookware 388,Home & Kitchen,Cookware,Dell,2023-02-21,True
PRD00229,516.5,324.84,608.0,3.37,Nasco Skincare 361,Health & Beauty,Skincare,Nestle,2024-10-28,True
PRD00230,5198.53,4056.98,640.0,4.01,itel Tablet 712,Phones & Tablets,Tablets,Midea,2023-11-15,True
PRD00231,540.3,355.41,245.0,4.32,Nestle Monitor 829,Computing,Monitors,,2021-12-31,True
PRD00232,152.95,124.98,487.0,4.01,Hisense Bag 714,Fashion,Bags,Nasco,2024-03-05,True
PRD00233,48.28,28.13,38.0,4.7,Adidas Office Supplie 585,Books & Stationery,Office Supplies,Infinix,2022-12-02,True
PRD00234,33.1,20.64,273.0,4.29,GTP Bedding 134,Home & Kitchen,Bedding,HP,2024-12-15,True
PRD00235,1163.2,,640.0,4.75,Tecno Gym Equipment 130,Sports & Fitness,,Fan Milk,2024-10-19,True
